Name,Type,Grade,Rating,Location,,,,,,,
Bugerschnatz,"Rock, Sport",5.10d,2,west virginia>the new river gorge>new river gorge proper>bubba city>Bimbo Buttress,,,,,,,
Fierce Face,"Rock, Sport",5.10d,1.5,west virginia>the new river gorge>new river gorge proper>bubba city>Bubba Buttress,,,,,,,
Immaculate Combustion,"Rock, Sport",5.10d,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Bubba Buttress,,,,,,,
"Raptilian, The","Rock, Sport",5.10d,1.5,west virginia>the new river gorge>new river gorge proper>bubba city>Central Bubba,,,,,,,
So Freakin' Fun,"Rock, Sport",5.10d,3.5,west virginia>the new river gorge>new river gorge proper>bubba city>Head Wall,,,,,,,
Cafe Chic,"Rock, Sport",5.10d,3,west virginia>the new river gorge>new river gorge proper>bubba city>Kingfish,,,,,,,
Booby Prize,"Rock, Sport",5.10d,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Hepatitis C,"Rock, Sport",5.10d,1.5,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Layback and Enjoy It,"Rock, Sport",5.10d,3,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Cottonhead,"Rock, Sport",5.10d,3,west virginia>the new river gorge>new river gorge proper>Cotton Top,,,,,,,
"Wurst Route at the New, The","Rock, Sport",5.10d,2,west virginia>the new river gorge>new river gorge proper>Cotton Top,,,,,,,
Blue Angel,"Rock, Sport",5.10d,1.5,west virginia>the new river gorge>new river gorge proper>endless wall>Q) The Mungolian Wall,,,,,,,
Workman's Comp,"Rock, Sport",5.10d,2.5,west virginia>the new river gorge>new river gorge proper>fern buttress>3) Workmen's Buttress,,,,,,,
Stop Pulling My Ear (Arppeggio),"Rock, Sport",5.10d,1.5,west virginia>the new river gorge>new river gorge proper>kaymoor>Butcher's Branch,,,,,,,
Hillbilly Sex Farm,"Rock, Sport",5.10d,2,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
"Deficit, The","Rock, Sport",5.10d,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Gun Wall,,,,,,,
How 'Bout 'Em Apples,"Rock, Sport",5.10d,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Gun Wall,,,,,,,
Moon Pie Deluxe,"Rock, Sport",5.10d,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Orange Oswald Wall,,,,,,,
Going Ballistic,"Rock, Sport",5.10d,3,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Long Wall,,,,,,,
No Refund,"Rock, Sport",5.10d,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Satisfaction Wall,,,,,,,
Hat Change,"Rock, Sport",5.10d,2,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Shorty Longback,"Rock, Sport",5.11-,2.5,west virginia>Reeds Creek,,,,,,,
Baron Von Saurkrauten,"Rock, Sport",5.11-,1.5,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Coffindaffer's Dream,"Rock, Sport",5.11-,4,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Tsunami Bob,"Rock, Sport",5.11-,3,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Satisfaction Guaranteed,"Rock, Sport",5.11-,4,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Satisfaction Wall,,,,,,,
Porter for Recorder,"Rock, Sport",5.11+,3.5,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
A Moment of Clarity,"Rock, Sport",5.11a,2.5,west virginia>franklin gorge>main wall>Contact Zone,,,,,,,
Walk the Plank,"Rock, Sport",5.11a,2.5,west virginia>franklin gorge>main wall>Impact Zone,,,,,,,
Limestoned,"Rock, Sport",5.11a,2,west virginia>franklin gorge>main wall>Parking Area Wall,,,,,,,
Wish I Were a Fisherman,"Rock, Sport",5.11a,3.5,west virginia>franklin gorge>Riverbend,,,,,,,
Catfish Strangler,"Rock, Sport",5.11a,3,west virginia>Reeds Creek,,,,,,,
Disorientation 101,"Rock, Sport",5.11a,1,west virginia>Reeds Creek,,,,,,,
Spinnaker,"Rock, Sport",5.11a,3.5,west virginia>seneca rocks>South End,,,,,,,
Interpreting Intermission,"Rock, Sport",5.11a,2,west virginia>the new river gorge>meadow river gorge>lower meadow>Greatest Show Area,,,,,,,
Soul Patch,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>meadow river gorge>lower meadow>Sunkist Wall,,,,,,,
Did you Kiss?,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Mother's Milk in a Cup,"Rock, Sport",5.11a,3.5,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
"Nope, just sex","Rock, Sport",5.11a,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Geneius,"Rock, Sport",5.11a,2,west virginia>the new river gorge>meadow river gorge>south side crags>Orange Wall,,,,,,,
Disco,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
"Eor Got the Bosch, Tigger Got Drilled","Rock, Sport",5.11a,2,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Makes You Tigger,"Rock, Sport",5.11a,2,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Tigger's Got a Gun,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Restless Leg Syndrome,"Rock, Sport",5.11a,2,west virginia>the new river gorge>meadow river gorge>upper meadow>0. Zero Buttress,,,,,,,
Cross Eyed and Blind,"Rock, Sport",5.11a,3.5,west virginia>the new river gorge>meadow river gorge>upper meadow>1. First Buttress,,,,,,,
One Banana,"Rock, Sport",5.11a,3,west virginia>the new river gorge>meadow river gorge>upper meadow>3. Second Buttress,,,,,,,
Dear Hunter,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Mr. Cute,"Rock, Sport",5.11a,3,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Supermoon,"Rock, Sport",5.11a,3,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Thrill in the Ville,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Pet Czech Boys,"Rock, Sport",5.11a,2,west virginia>the new river gorge>meadow river gorge>upper meadow>5. Fourth Buttress,,,,,,,
Body Count,"Rock, Sport",5.11a,3,west virginia>the new river gorge>meadow river gorge>upper meadow>6. Cambodia,,,,,,,
Rubbish,"Rock, Sport",5.11a,1,west virginia>the new river gorge>new river gorge proper>beauty mountain>2) Garbage Wall,,,,,,,
"Attacktician, The","Rock, Sport",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Ames Wall,,,,,,,
Chicks in the woods,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Ames Wall,,,,,,,
Lycroscopic,"Rock, Sport",5.11a,1,west virginia>the new river gorge>new river gorge proper>bubba city>Ames Wall,,,,,,,
Tongulation,"Rock, Sport",5.11a,3,west virginia>the new river gorge>new river gorge proper>bubba city>Ames Wall,,,,,,,
Celebration Ale,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Beer Wall,,,,,,,
Delerium Tremors,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Beer Wall,,,,,,,
"Man From Planet Zog, The","Rock, Sport",5.11a,2,west virginia>the new river gorge>new river gorge proper>bubba city>Bubba Buttress,,,,,,,
Golden Escalator,"Rock, Sport",5.11a,3,west virginia>the new river gorge>new river gorge proper>bubba city>Central Bubba,,,,,,,
Sheer Energy,"Rock, Sport",5.11a,3,west virginia>the new river gorge>new river gorge proper>bubba city>Central Bubba,,,,,,,
Technique Heavy Heifer,"Rock, Sport",5.11a,1,west virginia>the new river gorge>new river gorge proper>bubba city>Little Head Wall,,,,,,,
Look Who's Pulling,"Rock, Sport",5.11a,3,west virginia>the new river gorge>new river gorge proper>bubba city>Rainbow Ledge Area,,,,,,,
G-String,"Rock, Sport",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Jaws of Life,"Rock, Sport",5.11a,2,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Weisenheimer Brainstorm,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Fireman's Belay,"Rock, Sport",5.11a,1,west virginia>the new river gorge>new river gorge proper>Cotton Top,,,,,,,
Muckraker,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Legacy,"Rock, Sport",5.11a,4,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Sugar Bubbas,"Rock, Sport",5.11a,2,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Riddle,"Rock, Sport",5.11a,1.5,west virginia>the new river gorge>new river gorge proper>endless wall>M) Fantasy Area,,,,,,,
"Warm-Up, The","Rock, Sport",5.11a,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Wild Seed,"Rock, Sport",5.11a,3.5,west virginia>the new river gorge>new river gorge proper>fern buttress>5) Wild Seed Area,,,,,,,
Grit and Bear It,"Rock, Sport",5.11a,2,west virginia>the new river gorge>new river gorge proper>kaymoor>Rico Suave Buttress,,,,,,,
"Butcher Man, The","Rock, Sport",5.11a,1.5,west virginia>the new river gorge>new river gorge proper>kaymoor>Seven Eleven Wall,,,,,,,
Opium of the People,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Don't Stop Now,"Rock, Sport",5.11a,3.5,west virginia>the new river gorge>summersville and gauley river>Lost World,,,,,,,
"Unnamed, 5.11a","Rock, Sport",5.11a,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Circus Wall,,,,,,,
"Unnamed, 5.11a  2","Rock, Sport",5.11a,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Circus Wall,,,,,,,
Do it,"Rock, Sport",5.11a,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Gun Wall,,,,,,,
Minimum Overdrive,"Rock, Sport",5.11a,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Long Wall,,,,,,,
Flounder,"Rock, Sport",5.11a,3,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
How Could Hell Be Any Worse?,"Rock, Sport",5.11a,3,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Masuko,"Rock, Sport",5.11a,3.5,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Nonameyet,"Rock, Sport",5.11a,2.5,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Unknown .11-,"Rock, Sport",5.11a/b,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Circus Wall,,,,,,,
White Trash,"Rock, Sport",5.11b,2,west virginia>bozoo>09. White Wall,,,,,,,
Barney Rubble,"Rock, Sport",5.11b,2.5,west virginia>franklin gorge>main wall>Contact Zone,,,,,,,
Barnacle Bill,"Rock, Sport",5.11b,3.5,west virginia>franklin gorge>main wall>Impact Zone,,,,,,,
Bird of Prey,"Rock, Sport",5.11b,2.5,west virginia>franklin gorge>main wall>Impact Zone,,,,,,,
La Machina,"Rock, Sport",5.11b,3.5,west virginia>Reeds Creek,,,,,,,
Pancho and Lefty,"Rock, Sport",5.11b,3,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Southern Thriller,"Rock, Sport",5.11b,3,west virginia>seneca rocks>Southern Pillar,,,,,,,
Guide's 11,"Rock, Sport",5.11b,3.5,west virginia>smoke hole canyon>guide wall>Sunshine Wall (Guide Wall),,,,,,,
"Hand Out, The","Rock, Sport",5.11b,2.5,west virginia>the new river gorge>meadow river gorge>lower meadow>Sunkist Wall,,,,,,,
Drive-in Porn Theatre,"Rock, Sport",5.11b,3,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Instant Gratification,"Rock, Sport",5.11b,3.5,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Me Too,"Rock, Sport",5.11b,3,west virginia>the new river gorge>meadow river gorge>south side crags>Mud Hueco,,,,,,,
Astrolube Sex Wax,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Dark Time,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Flaming Pellets,"Rock, Sport",5.11b,3.5,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
My First Eleven,"Rock, Sport",5.11b,3,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Imagination Dehydrated,"Rock, Sport",5.11b,1.5,west virginia>the new river gorge>meadow river gorge>upper meadow>0. Zero Buttress,,,,,,,
Sausage,"Rock, Sport",5.11b,2,west virginia>the new river gorge>meadow river gorge>upper meadow>1. First Buttress,,,,,,,
Joli Goes to Zermont,"Rock, Sport",5.11b,2,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Kurt Albert Gedachtnisweg,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Mean Old Mr. Gravity,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Last Tango,"Rock, Sport",5.11b,2,west virginia>the new river gorge>new river gorge proper>bridge area>Promised Area,,,,,,,
Cynarete,"Rock, Sport",5.11b,2,west virginia>the new river gorge>new river gorge proper>bubba city>Ames Wall,,,,,,,
Exobubba,"Rock, Sport",5.11b,3,west virginia>the new river gorge>new river gorge proper>bubba city>Ames Wall,,,,,,,
All Things Considered,"Rock, Sport",5.11b,2,west virginia>the new river gorge>new river gorge proper>bubba city>Head Wall,,,,,,,
Skinhead Grin,"Rock, Sport",5.11b,3,west virginia>the new river gorge>new river gorge proper>bubba city>Head Wall,,,,,,,
Stellar Idea,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Head Wall,,,,,,,
Udder Classic,"Rock, Sport",5.11b,1,west virginia>the new river gorge>new river gorge proper>bubba city>Little Head Wall,,,,,,,
ISO 9000,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Q-tip,"Rock, Sport",5.11b,3,west virginia>the new river gorge>new river gorge proper>Cotton Top,,,,,,,
Eat My Dust,"Rock, Sport",5.11b,1.5,west virginia>the new river gorge>new river gorge proper>endless wall>B) Party Buttress,,,,,,,
Que's Jook Joint,"Rock, Sport",5.11b,1,west virginia>the new river gorge>new river gorge proper>endless wall>E) Kaymoor Slabs,,,,,,,
"Dark Side, The","Rock, Sport",5.11b,2,west virginia>the new river gorge>new river gorge proper>endless wall>G) Diamond Point,,,,,,,
Discombobulated,"Rock, Sport",5.11b,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Doug Reed Warmup,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
"New Reed Route, The","Rock, Sport",5.11b,3,west virginia>the new river gorge>new river gorge proper>endless wall>O) Kline Wall,,,,,,,
Churning In the Butter,"Rock, Sport",5.11b,3,west virginia>the new river gorge>new river gorge proper>endless wall>P) Jacob's Ladder Area,,,,,,,
Nag,"Rock, Sport",5.11b,1.5,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Mega-jug,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>new river gorge proper>fern buttress>1) Arm Forces Area,,,,,,,
Reachers of Habit,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Wall,,,,,,,
Oh it's you Bob,"Rock, Sport",5.11b,3,west virginia>the new river gorge>new river gorge proper>kaymoor>First Buttress,,,,,,,
New Clear Potato Meltdown,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>new river gorge proper>kaymoor>White Wall,,,,,,,
Hell Hound,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Serial Driller,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Overboard,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Circus Wall,,,,,,,
Delayed Stress Syndrome,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>DC Memorial Boulder,,,,,,,
Process of Elimination,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>DC Memorial Boulder,,,,,,,
Barfing Butterflies,"Rock, Sport",5.11b,3,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Orange Oswald Wall,,,,,,,
Fifty Fifty,"Rock, Sport",5.11b,1.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Long Wall,,,,,,,
"No Way, Jose'","Rock, Sport",5.11b,3,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Long Wall,,,,,,,
Blaze Got a New Job,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Pat-Agonia,"Rock, Sport",5.11b,2.5,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Pondless,"Rock, Sport",5.11b,3,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Unnamed RB 1,"Rock, Sport",5.11b/c,2,west virginia>franklin gorge>Riverbend,,,,,,,
Hunter's Moon,"Rock, Sport",5.11b/c,3,west virginia>Reeds Creek,,,,,,,
Minotaur,"Rock, Sport",5.11b/c,3,west virginia>the new river gorge>meadow river gorge>upper meadow>3. Second Buttress,,,,,,,
New Life,"Rock, Sport",5.11b/c,3,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Bimbo Shrine,"Rock, Sport",5.11b/c,3,west virginia>the new river gorge>new river gorge proper>kaymoor>Seven Eleven Wall,,,,,,,
Sun Glory,"Rock, Sport",5.11b/c,2.5,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Spice,"Rock, Sport",5.11b/c,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Long Wall,,,,,,,
